Label,Distance,StrafingIntensity,AngularVelocity
AI,3.454,0.067,0.663
AI,3.541,0.067,1.405
AI,3.628,0.067,0.966
AI,3.717,0.067,0.666
AI,3.805,0.067,0.473
AI,3.894,0.045,0.365
AI,3.987,0.045,1.438
AI,4.080,0.045,1.001
AI,4.173,0.045,0.695
AI,4.266,0.045,0.481
AI,4.360,0.001,0.337
AI,4.455,0.001,8.495
AI,4.491,0.001,5.964
AI,4.527,0.001,4.179
AI,4.563,0.001,2.924
AI,4.600,0.006,2.045
AI,4.637,0.006,8.409
AI,4.675,0.006,5.903
AI,4.713,0.006,4.135
AI,4.750,0.006,2.893
AI,4.788,0.049,2.021
AI,4.839,0.049,7.396
AI,4.891,0.049,5.190
AI,4.942,0.049,3.637
AI,4.993,0.049,2.548
AI,5.045,0.037,1.785
AI,5.078,0.037,5.798
AI,5.111,0.037,4.070
AI,5.144,0.037,2.858
AI,5.177,0.037,2.008
AI,5.210,0.041,1.414
AI,5.248,0.041,2.246
AI,5.287,0.041,1.573
AI,5.325,0.041,1.101
AI,5.363,0.041,0.771
AI,5.401,0.077,0.539
AI,5.423,0.077,11.967
AI,5.446,0.077,8.368
AI,5.469,0.077,5.903
AI,5.492,0.077,4.168
AI,5.516,0.007,2.954
AI,5.609,0.007,11.561
AI,5.703,0.007,8.066
AI,5.797,0.007,5.669
AI,5.891,0.007,3.980
AI,5.985,0.036,2.795
AI,5.946,0.036,2.541
AI,5.908,0.036,1.814
AI,5.871,0.036,1.326
AI,5.835,0.036,1.014
AI,5.799,0.123,0.831
AI,5.744,0.123,5.382
AI,5.689,0.123,3.806
AI,5.635,0.123,2.712
AI,5.580,0.123,1.962
AI,5.526,0.158,1.460
AI,5.559,0.158,2.286
AI,5.593,0.158,1.678
AI,5.627,0.158,1.283
AI,5.661,0.158,1.041
AI,5.695,0.114,0.902
AI,5.714,0.114,4.819
AI,5.733,0.114,3.403
AI,5.752,0.114,2.428
AI,5.771,0.114,1.772
AI,5.790,0.143,1.347
AI,5.739,0.143,2.497
AI,5.688,0.143,1.851
AI,5.636,0.143,1.421
AI,5.584,0.143,1.144
AI,5.533,0.156,0.972
AI,5.542,0.156,4.408
AI,5.551,0.156,3.156
AI,5.560,0.156,2.299
AI,5.570,0.156,1.727
AI,5.580,0.123,1.358
AI,5.529,0.123,2.839
AI,5.477,0.123,2.060
AI,5.426,0.123,1.540
AI,5.374,0.123,1.206
AI,5.323,0.183,1.002
AI,5.309,0.183,2.345
AI,5.296,0.183,1.720
AI,5.283,0.183,1.322
AI,5.271,0.183,1.088
AI,5.258,0.059,0.964
AI,5.287,0.059,5.921
AI,5.315,0.059,4.219
AI,5.344,0.059,3.041
AI,5.372,0.059,2.237
AI,5.401,0.133,1.700
AI,5.382,0.133,1.226
AI,5.312,0.133,1.010
AI,5.241,0.133,0.875
AI,5.169,0.133,0.792
AI,5.096,0.095,0.741
AI,5.101,0.095,3.554
AI,5.105,0.095,2.544
AI,5.110,0.095,1.861
AI,5.115,0.095,1.414
AI,5.121,0.096,1.136
AI,5.093,0.096,5.554
AI,5.064,0.096,3.937
AI,5.035,0.096,2.809
AI,5.005,0.096,2.030
AI,4.974,0.040,1.501
AI,5.004,0.040,6.429
AI,5.033,0.040,4.513
AI,5.062,0.040,3.169
AI,5.091,0.040,2.230
AI,5.120,0.089,1.576
AI,5.152,0.089,3.605
AI,5.184,0.089,2.532
AI,5.216,0.089,1.780
AI,5.248,0.089,1.256
AI,5.280,0.083,0.892
AI,5.310,0.083,3.200
AI,5.340,0.083,2.245
AI,5.370,0.083,1.577
AI,5.400,0.083,1.112
AI,5.430,0.118,0.789
AI,5.476,0.118,1.457
AI,5.524,0.118,1.074
AI,5.572,0.118,0.841
AI,5.621,0.118,0.714
AI,5.670,0.180,0.656
AI,5.660,0.180,2.968
AI,5.651,0.180,2.140
AI,5.642,0.180,1.588
AI,5.633,0.180,1.238
AI,5.625,0.170,1.028
AI,5.648,0.170,4.218
AI,5.672,0.170,3.011
AI,5.695,0.170,2.186
AI,5.719,0.170,1.634
AI,5.742,0.158,1.280
AI,5.712,0.158,2.066
AI,5.683,0.158,1.536
AI,5.653,0.158,1.201
AI,5.623,0.158,1.002
AI,5.593,0.177,0.894
AI,5.574,0.177,1.607
AI,5.555,0.177,1.280
AI,5.536,0.177,1.083
AI,5.517,0.177,0.970
AI,5.499,0.181,0.910
AI,5.483,0.181,1.668
AI,5.467,0.181,1.313
AI,5.452,0.181,1.101
AI,5.436,0.181,0.983
AI,5.421,0.174,0.921
AI,5.403,0.174,3.313
AI,5.384,0.174,2.393
AI,5.366,0.174,1.778
AI,5.348,0.174,1.384
AI,5.330,0.159,1.145
AI,5.341,0.159,5.617
AI,5.352,0.159,4.036
AI,5.362,0.159,2.944
AI,5.373,0.159,2.200
AI,5.384,0.131,1.704
AI,5.362,0.131,3.790
AI,5.339,0.131,2.660
AI,5.317,0.131,1.897
AI,5.294,0.131,1.405
AI,5.272,0.156,1.111
AI,5.333,0.156,2.478
AI,5.393,0.156,1.826
AI,5.454,0.156,1.392
AI,5.514,0.156,1.112
AI,5.574,0.144,0.937
AI,5.565,0.144,3.525
AI,5.500,0.144,2.515
AI,5.434,0.144,1.828
AI,5.368,0.144,1.373
AI,5.301,0.123,1.087
AI,5.271,0.123,4.071
AI,5.241,0.123,2.880
AI,5.209,0.123,2.059
AI,5.178,0.123,1.502
AI,5.145,0.125,1.136
AI,5.098,0.125,4.889
AI,5.049,0.125,3.455
AI,4.999,0.125,2.452
AI,4.949,0.125,1.753
AI,4.898,0.032,8.485
AI,4.263,0.032,0.450
AI,3.638,0.032,0.313
AI,3.026,0.032,0.218
AI,2.433,0.032,0.158
AI,1.871,0.032,0.000
AI,1.383,0.114,7.144
AI,1.424,0.114,9.714
AI,1.462,0.114,7.114
AI,1.497,0.114,5.285
AI,1.527,0.098,4.010
AI,1.531,0.098,6.113
AI,1.531,0.098,4.663
AI,1.528,0.098,3.654
AI,1.521,0.098,2.953
AI,1.513,0.000,2.464
AI,1.425,0.000,5.480
AI,2.872,0.000,3.888
AI,2.872,0.000,20.137
AI,2.872,0.000,16.520
AI,2.872,0.046,13.013
AI,2.779,0.046,12.798
AI,2.690,0.046,9.547
AI,2.609,0.046,7.089
AI,2.538,0.046,5.254
AI,2.478,0.049,3.819
AI,2.405,0.049,13.396
AI,2.338,0.049,9.332
AI,2.276,0.049,6.545
AI,2.219,0.049,4.575
AI,2.167,0.037,3.209
AI,2.082,0.037,18.993
AI,1.998,0.037,13.274
AI,1.915,0.037,9.230
AI,1.833,0.037,6.477
AI,1.752,0.020,4.549
AI,1.662,0.020,8.469
AI,1.573,0.020,5.886
AI,1.484,0.020,4.069
AI,1.396,0.020,2.798
AI,1.308,0.017,1.918
AI,1.222,0.017,7.805
AI,1.136,0.017,5.577
AI,1.200,0.017,3.924
AI,1.222,0.017,2.770
AI,1.233,0.058,1.958
AI,1.245,0.058,3.860
AI,1.254,0.058,2.698
AI,1.263,0.058,1.884
AI,1.270,0.058,1.315
AI,1.276,0.030,0.917
AI,1.283,0.030,3.983
AI,1.288,0.030,2.792
AI,1.293,0.030,1.956
AI,1.297,0.030,1.370
AI,1.300,0.036,0.961
AI,1.361,0.036,2.989
AI,1.426,0.036,2.134
AI,1.494,0.036,1.696
AI,1.563,0.036,1.536
AI,1.634,0.027,1.515
AI,1.547,0.027,6.746
AI,1.461,0.027,4.776
AI,1.376,0.027,3.418
AI,1.291,0.027,2.504
AI,1.288,0.062,1.805
AI,1.284,0.062,8.264
AI,1.278,0.062,5.989
AI,1.272,0.062,4.371
AI,1.266,0.062,3.231
AI,1.260,0.074,2.427
AI,1.256,0.074,4.507
AI,1.253,0.074,3.171
AI,1.250,0.074,2.232
AI,1.249,0.074,1.574
AI,1.248,0.070,1.111
AI,1.266,0.070,13.686
AI,1.285,0.070,9.554
AI,1.305,0.070,6.655
AI,1.324,0.070,4.668
AI,1.343,0.053,3.296
AI,1.316,0.053,7.845
AI,1.312,0.053,5.610
AI,1.308,0.053,4.092
AI,1.297,0.053,3.037
AI,1.278,0.001,2.329
AI,1.249,0.001,6.777
AI,1.212,0.001,4.844
AI,1.175,0.001,3.547
AI,1.150,0.001,2.734
AI,1.171,0.033,2.002
AI,1.217,0.033,3.996
AI,1.255,0.033,2.808
AI,1.282,0.033,1.976
AI,1.299,0.033,1.392
AI,1.306,0.001,0.983
AI,1.307,0.001,3.178
AI,1.307,0.001,2.226
AI,1.306,0.001,1.558
AI,1.304,0.001,1.091
AI,1.302,0.068,0.766
AI,1.218,0.068,1.607
AI,1.236,0.068,1.125
AI,1.154,0.068,0.842
AI,1.074,0.068,0.791
AI,1.148,0.022,0.569
AI,1.146,0.022,9.034
AI,1.196,0.022,6.352
AI,1.243,0.022,4.458
AI,1.277,0.022,3.126
AI,1.297,0.009,2.191
AI,1.304,0.009,10.731
AI,1.306,0.009,7.488
AI,1.306,0.009,5.255
AI,1.305,0.009,3.682
AI,1.302,0.036,2.578
AI,1.296,0.036,9.754
AI,1.287,0.036,6.813
AI,1.277,0.036,4.781
AI,1.265,0.036,3.350
AI,1.252,0.048,2.347
AI,1.203,0.048,13.498
AI,1.160,0.048,9.836
AI,1.122,0.048,7.479
AI,1.170,0.048,5.317
AI,1.211,0.029,3.789
AI,1.248,0.029,7.944
AI,1.276,0.029,5.562
AI,1.294,0.029,3.886
AI,1.303,0.029,2.710
AI,1.306,0.047,1.889
AI,1.357,0.047,5.837
AI,1.411,0.047,3.867
AI,1.468,0.047,2.616
AI,1.528,0.047,1.939
AI,1.589,0.039,1.689
AI,1.499,0.039,1.928
AI,1.410,0.039,1.416
AI,1.322,0.039,0.996
AI,1.236,0.039,0.643
AI,1.151,0.013,0.342
AI,1.145,0.013,3.715
AI,1.060,0.013,2.611
AI,1.113,0.013,1.827
AI,1.135,0.013,1.278
AI,1.150,0.012,0.894
AI,1.154,0.012,16.315
AI,1.157,0.012,11.422
AI,1.159,0.012,7.970
AI,1.161,0.012,5.597
AI,1.162,0.034,3.924
AI,1.151,0.034,8.505
AI,1.139,0.034,5.974
AI,1.126,0.034,4.189
AI,1.126,0.034,2.934
AI,1.135,0.033,2.054
AI,1.189,0.033,2.993
AI,1.239,0.033,2.095
AI,1.275,0.033,1.466
AI,1.296,0.033,1.025
AI,1.304,0.020,0.717
AI,1.298,0.020,14.320
AI,1.274,0.020,10.024
AI,1.237,0.020,6.996
AI,1.199,0.020,4.906
AI,1.163,0.109,3.437
AI,1.157,0.109,6.575
AI,1.185,0.109,4.611
AI,1.214,0.109,3.230
AI,1.240,0.109,2.261
AI,1.261,0.074,1.583
AI,1.277,0.074,6.658
AI,1.289,0.074,4.671
AI,1.298,0.074,3.273
AI,1.303,0.074,2.292
AI,1.306,0.032,1.605
AI,1.306,0.032,1.155
AI,1.303,0.032,0.809
AI,1.297,0.032,0.564
AI,1.289,0.032,0.392
AI,1.280,0.021,0.274
AI,1.294,0.021,3.372
AI,1.304,0.021,2.362
AI,1.304,0.021,1.654
AI,1.295,0.021,1.158
AI,1.208,0.045,0.839
AI,1.281,0.045,7.602
AI,1.301,0.045,5.337
AI,1.299,0.045,3.741
AI,1.212,0.045,2.616
AI,1.239,0.005,1.832
AI,1.277,0.005,14.020
AI,1.299,0.005,9.814
AI,1.303,0.005,6.852
AI,1.290,0.005,4.807
AI,1.203,0.039,3.363
AI,1.208,0.039,4.867
AI,1.124,0.039,3.271
AI,1.142,0.039,2.277
AI,1.187,0.039,1.586
AI,1.228,0.025,1.104
AI,1.258,0.025,5.659
AI,1.279,0.025,3.971
AI,1.294,0.025,2.785
AI,1.302,0.025,1.953
AI,1.306,0.023,1.369
AI,1.305,0.023,9.827
AI,1.302,0.023,6.861
AI,1.296,0.023,4.813
AI,1.289,0.023,3.372
AI,1.280,0.044,2.361
AI,1.334,0.044,7.098
AI,1.392,0.044,4.949
AI,1.454,0.044,3.533
AI,1.517,0.044,2.662
AI,1.582,0.016,2.184
AI,1.673,0.016,5.146
AI,1.764,0.016,3.701
AI,1.855,0.016,2.685
AI,1.947,0.016,1.972
AI,2.039,0.016,1.473
AI,2.131,0.016,4.348
AI,2.224,0.016,3.076
AI,2.316,0.016,2.184
AI,2.409,0.016,1.558
AI,2.502,0.011,1.121
AI,2.596,0.011,4.630
AI,2.689,0.011,3.249
AI,2.783,0.011,2.281
AI,2.876,0.011,1.604
AI,2.970,0.039,1.128
AI,3.063,0.039,1.549
AI,3.102,0.039,1.081
AI,3.140,0.039,0.754
AI,3.179,0.039,0.526
AI,3.218,0.069,0.365
AI,3.267,0.069,9.663
AI,3.315,0.069,6.748
AI,3.364,0.069,4.734
AI,3.413,0.069,3.317
AI,3.462,0.004,2.323
AI,3.521,0.004,9.628
AI,3.580,0.004,6.735
AI,3.639,0.004,4.740
AI,3.699,0.004,3.343
AI,3.760,0.037,2.371
AI,3.793,0.037,2.278
AI,3.826,0.037,1.595
AI,3.860,0.037,1.115
AI,3.894,0.037,0.779
AI,3.927,0.031,0.543
AI,3.977,0.031,1.538
AI,4.027,0.031,1.086
AI,4.077,0.031,0.777
AI,4.128,0.031,0.572
AI,4.179,0.042,0.439
AI,4.215,0.042,2.599
AI,4.252,0.042,1.824
AI,4.288,0.042,1.282
AI,4.325,0.042,0.902
AI,4.362,0.041,0.637
AI,4.451,0.041,1.180
AI,4.541,0.041,0.829
AI,4.631,0.041,0.590
AI,4.722,0.041,0.434
AI,4.812,0.091,0.338
AI,4.898,0.091,4.760
AI,4.985,0.091,3.347
AI,5.072,0.091,2.360
AI,5.158,0.091,1.673
AI,5.245,0.085,1.199
AI,5.229,0.085,6.810
AI,5.213,0.085,4.793
AI,5.198,0.085,3.388
AI,5.184,0.085,2.423
AI,5.171,0.115,1.776
AI,5.230,0.115,3.199
AI,5.290,0.115,2.291
AI,5.349,0.115,1.677
AI,5.409,0.115,1.271
AI,5.468,0.132,1.015
AI,5.480,0.132,1.422
AI,5.493,0.132,1.109
AI,5.506,0.132,0.935
AI,5.518,0.132,0.853
AI,5.532,0.155,0.821
AI,5.512,0.155,8.075
AI,5.493,0.155,5.704
AI,5.474,0.155,4.045
AI,5.455,0.155,2.899
AI,5.437,0.095,2.121
AI,5.428,0.095,3.461
AI,5.419,0.095,2.443
AI,5.411,0.095,1.762
AI,5.402,0.095,1.327
AI,5.394,0.139,1.072
AI,5.364,0.139,3.252
AI,5.334,0.139,2.306
AI,5.304,0.139,1.677
AI,5.274,0.139,1.278
AI,5.245,0.130,1.046
AI,5.251,0.130,8.219
AI,5.258,0.130,5.877
AI,5.265,0.130,4.239
AI,5.273,0.130,3.104
AI,5.280,0.084,2.329
AI,5.297,0.084,5.174
AI,5.314,0.084,3.624
AI,5.331,0.084,2.559
AI,5.348,0.084,1.845
AI,5.365,0.109,1.386
AI,5.417,0.109,8.480
AI,5.414,0.109,6.052
AI,5.412,0.109,4.356
AI,5.410,0.109,3.184
AI,5.409,0.065,2.387
AI,5.304,0.065,6.813
AI,5.197,0.065,4.777
AI,5.089,0.065,3.348
AI,4.981,0.065,2.347
AI,4.872,0.007,1.706
AI,4.303,0.007,3.471
AI,3.741,0.007,2.431
AI,3.186,0.007,1.702
AI,2.639,0.007,1.192
AI,2.103,0.007,0.834
AI,1.564,0.067,0.862
AI,1.653,0.067,4.249
AI,1.750,0.067,3.057
AI,1.853,0.067,2.357
AI,1.960,0.062,1.999
AI,2.076,0.062,1.793
AI,2.190,0.062,1.481
AI,2.304,0.062,1.268
AI,2.417,0.062,1.119
AI,2.529,0.006,1.011
AI,2.574,0.006,18.159
AI,2.619,0.006,12.709
AI,2.664,0.006,8.860
AI,2.710,0.006,6.230
AI,2.757,0.029,4.378
AI,2.815,0.029,19.839
AI,2.875,0.029,13.867
AI,2.935,0.029,9.696
AI,2.996,0.029,6.775
AI,3.058,0.042,4.779
AI,3.126,0.042,15.882
AI,3.194,0.042,11.170
AI,3.262,0.042,7.856
AI,3.330,0.042,5.590
AI,3.398,0.045,4.010
AI,3.364,0.045,3.642
AI,3.330,0.045,2.560
AI,3.297,0.045,1.870
AI,3.265,0.045,1.475
AI,3.233,0.051,1.292
AI,3.147,0.051,8.401
AI,3.062,0.051,5.905
AI,2.976,0.051,4.155
AI,2.890,0.051,2.940
AI,2.804,0.031,2.108
AI,2.712,0.031,21.233
AI,2.619,0.031,14.873
AI,2.527,0.031,10.422
AI,2.434,0.031,7.287
AI,2.342,0.019,5.126
AI,2.252,0.019,18.668
AI,2.163,0.019,13.008
AI,2.074,0.019,9.005
AI,1.986,0.019,6.271
AI,1.898,0.018,4.344
AI,1.970,0.018,5.876
AI,2.044,0.018,4.227
AI,2.119,0.018,3.102
AI,2.195,0.018,2.353
AI,2.271,0.057,1.871
AI,2.275,0.057,8.303
AI,2.280,0.057,6.055
AI,2.287,0.057,4.527
AI,2.295,0.057,3.522
AI,2.305,0.006,2.889
AI,2.386,0.006,3.775
AI,2.471,0.006,2.629
AI,2.556,0.006,1.820
AI,2.644,0.006,1.254
AI,2.731,0.037,0.863
AI,2.819,0.037,2.643
AI,2.907,0.037,1.868
AI,2.996,0.037,1.337
AI,3.085,0.037,0.981
AI,3.174,0.034,0.750
AI,2.291,0.034,0.568
AI,2.291,0.000,18.459
AI,2.291,0.000,14.892
AI,2.291,0.000,11.894
AI,2.291,0.074,9.502
AI,2.198,0.074,22.893
AI,2.107,0.074,16.316
AI,2.020,0.074,11.643
AI,1.939,0.074,8.257
AI,1.863,0.028,5.822
AI,1.802,0.028,1.694
AI,1.741,0.028,1.138
AI,1.679,0.028,1.138
AI,1.618,0.028,1.369
AI,1.556,0.077,1.619
AI,1.639,0.077,12.196
AI,1.721,0.077,8.598
AI,1.803,0.077,6.152
AI,1.884,0.077,4.455
AI,1.965,0.047,3.296
AI,2.057,0.047,7.948
AI,2.148,0.047,5.595
AI,2.239,0.047,3.945
AI,2.330,0.047,2.796
AI,2.421,0.001,2.001
AI,2.514,0.001,2.957
AI,2.607,0.001,2.078
AI,2.700,0.001,1.460
AI,2.794,0.001,1.027
AI,2.888,0.035,0.723
AI,2.978,0.035,1.803
AI,3.068,0.035,1.286
AI,3.159,0.035,0.935
AI,3.249,0.035,0.702
AI,3.340,0.062,0.554
AI,3.433,0.062,4.794
AI,3.526,0.062,3.365
AI,3.618,0.062,2.364
AI,3.711,0.062,1.666
AI,3.804,0.010,1.179
AI,3.899,0.010,5.132
AI,3.993,0.010,3.597
AI,4.088,0.010,2.519
AI,4.182,0.010,1.764
AI,4.277,0.026,1.235
AI,4.365,0.026,5.134
AI,4.453,0.026,3.593
AI,4.542,0.026,2.513
AI,4.631,0.026,1.759
AI,4.720,0.038,1.235
AI,4.795,0.038,2.715
AI,4.870,0.038,1.917
AI,4.945,0.038,1.374
AI,5.021,0.038,1.013
AI,5.097,0.001,0.785
AI,5.002,0.001,5.891
AI,4.855,0.001,4.122
AI,4.708,0.001,2.882
AI,4.561,0.001,2.018
AI,4.415,0.034,1.421
AI,4.380,0.034,4.550
AI,4.345,0.034,3.199
AI,4.310,0.034,2.251
AI,4.275,0.034,1.586
AI,4.240,0.078,10.586
AI,3.715,0.078,15.033
AI,3.199,0.078,10.523
AI,2.694,0.078,7.345
AI,2.203,0.078,5.155
AI,1.736,0.078,3.613
AI,1.292,0.039,6.466
AI,1.313,0.039,8.313
AI,1.354,0.039,6.096
AI,1.372,0.039,3.856
AI,1.404,0.037,2.304
AI,1.388,0.037,8.077
AI,1.372,0.037,5.844
AI,1.356,0.037,4.298
AI,1.340,0.037,3.246
AI,1.324,0.013,2.545
AI,1.291,0.013,15.402
AI,1.259,0.013,10.798
AI,1.242,0.013,7.565
AI,1.252,0.013,5.323
AI,1.267,0.023,3.743
AI,1.253,0.023,3.255
AI,1.176,0.023,2.263
AI,1.198,0.023,1.592
AI,1.123,0.023,1.278
AI,1.149,0.084,0.936
AI,1.142,0.084,14.159
AI,1.181,0.084,9.923
AI,1.220,0.084,6.939
AI,1.253,0.084,4.877
AI,1.277,0.046,3.425
AI,1.286,0.046,14.206
AI,1.289,0.046,9.945
AI,1.293,0.046,6.946
AI,1.296,0.046,4.877
AI,1.299,0.005,3.422
AI,1.349,0.005,40.874
AI,1.403,0.005,28.805
AI,1.461,0.005,20.372
AI,1.521,0.005,14.489
AI,1.583,0.014,10.397
AI,1.647,0.014,26.867
AI,1.717,0.014,18.932
AI,1.789,0.014,13.388
AI,1.865,0.014,9.476
AI,1.941,0.049,6.821
AI,1.856,0.049,12.770
AI,1.771,0.049,8.875
AI,1.689,0.049,6.211
AI,1.607,0.049,4.339
AI,1.527,0.068,3.051
AI,1.450,0.068,2.648
AI,1.376,0.068,2.058
AI,1.303,0.068,1.784
AI,1.232,0.068,1.743
AI,1.163,0.060,1.845
AI,1.236,0.060,5.089
AI,1.311,0.060,3.893
AI,1.387,0.060,3.108
AI,1.464,0.060,2.604
AI,1.540,0.056,2.281
AI,1.629,0.056,9.939
AI,1.717,0.056,7.010
AI,1.806,0.056,4.997
AI,1.894,0.056,3.594
AI,1.982,0.028,2.624
AI,2.075,0.028,9.923
AI,2.167,0.028,6.941
AI,2.260,0.028,4.882
AI,2.353,0.028,3.434
AI,2.446,0.058,2.419
AI,2.536,0.058,5.908
AI,2.568,0.058,4.177
AI,2.600,0.058,2.971
AI,2.632,0.058,2.138
AI,2.665,0.001,1.572
AI,2.809,0.001,3.616
AI,2.953,0.001,2.547
AI,3.098,0.001,1.806
AI,3.244,0.001,1.296
AI,3.389,0.010,0.951
AI,3.425,0.010,8.263
AI,3.461,0.010,5.810
AI,3.497,0.010,4.080
AI,3.533,0.010,2.867
AI,3.569,0.005,2.018
AI,3.608,0.005,8.919
AI,3.648,0.005,6.267
AI,3.688,0.005,4.394
AI,3.728,0.005,3.078
AI,3.768,0.039,2.157
AI,3.800,0.039,4.125
AI,3.832,0.039,2.887
AI,3.865,0.039,2.020
AI,3.897,0.039,1.414
AI,3.930,0.049,0.993
AI,3.993,0.049,1.423
AI,4.056,0.049,1.008
AI,4.119,0.049,0.733
AI,4.182,0.049,0.560
AI,4.247,0.056,0.458
AI,4.338,0.056,3.294
AI,4.430,0.056,2.298
AI,4.522,0.056,1.599
AI,4.615,0.056,1.110
AI,4.707,0.067,0.768
AI,4.795,0.067,4.576
AI,4.884,0.067,3.207
AI,4.973,0.067,2.250
AI,5.062,0.067,1.582
AI,5.151,0.075,1.121
AI,5.085,0.075,1.352
AI,5.021,0.075,1.001
AI,4.957,0.075,0.791
AI,4.893,0.075,0.681
AI,4.829,0.156,0.638
AI,4.844,0.156,3.155
AI,4.860,0.156,2.264
AI,4.876,0.156,1.674
AI,4.892,0.156,1.305
AI,4.909,0.149,1.092
AI,4.876,0.149,3.338
AI,4.843,0.149,2.439
AI,4.810,0.149,1.840
AI,4.778,0.149,1.455
AI,4.745,0.149,1.221
AI,4.734,0.149,2.354
AI,4.722,0.149,1.823
AI,4.711,0.149,1.484
AI,4.701,0.149,1.278
AI,4.690,0.149,1.159
AI,4.673,0.149,2.319
AI,4.656,0.149,1.783
AI,4.640,0.149,1.447
AI,4.623,0.149,1.248
AI,4.606,0.150,1.138
AI,4.628,0.150,2.370
AI,4.649,0.150,1.809
AI,4.671,0.150,1.456
AI,4.692,0.150,1.245
AI,4.714,0.148,1.127
AI,4.726,0.148,5.608
AI,4.739,0.148,3.968
AI,4.751,0.148,2.842
AI,4.764,0.148,2.088
AI,4.776,0.145,1.602
AI,4.757,0.145,2.172
AI,4.738,0.145,1.647
AI,4.719,0.145,1.326
AI,4.700,0.145,1.148
AI,4.681,0.145,1.058
AI,4.737,0.145,6.072
AI,4.737,0.145,4.298
AI,4.736,0.145,3.062
AI,4.735,0.145,2.210
AI,4.733,0.074,1.632
AI,4.653,0.074,1.227
AI,4.573,0.074,0.971
AI,4.492,0.074,0.803
AI,4.410,0.074,0.695
AI,4.327,0.111,0.628
AI,4.328,0.111,5.050
AI,4.329,0.111,3.570
AI,4.329,0.111,2.537
AI,4.329,0.111,1.823
AI,4.328,0.055,1.335
AI,4.233,0.055,6.887
AI,4.138,0.055,4.833
AI,4.042,0.055,3.389
AI,3.946,0.055,2.376
AI,3.850,0.002,1.667
AI,3.815,0.002,5.461
AI,3.779,0.002,3.828
AI,3.744,0.002,2.682
AI,3.709,0.002,1.878
AI,3.673,0.008,1.590
AI,3.144,0.008,5.033
AI,2.621,0.008,3.527
AI,2.107,0.008,2.471
AI,1.606,0.008,1.730
AI,1.209,0.008,1.211
AI,1.159,0.003,0.849
AI,1.178,0.003,20.881
AI,1.224,0.003,14.617
AI,1.263,0.003,10.233
AI,1.290,0.008,7.144
AI,1.299,0.008,18.157
AI,1.304,0.008,12.710
AI,1.305,0.008,8.860
AI,1.305,0.008,6.226
AI,1.305,0.014,4.367
AI,1.383,0.014,3.362
AI,1.463,0.014,2.360
AI,1.545,0.014,1.716
AI,1.628,0.014,1.333
AI,1.711,0.022,1.130
AI,1.798,0.022,14.521
AI,1.886,0.022,10.195
AI,1.975,0.022,7.150
AI,2.065,0.022,5.054
AI,2.156,0.005,3.582
AI,2.244,0.005,14.707
AI,2.333,0.005,10.299
AI,2.422,0.005,7.197
AI,2.512,0.005,5.062
AI,2.601,0.007,3.564
AI,2.695,0.007,6.969
AI,2.789,0.007,4.890
AI,2.882,0.007,3.427
AI,2.976,0.007,2.400
AI,3.070,0.009,1.681
AI,3.164,0.009,3.218
AI,3.258,0.009,2.255
AI,3.352,0.009,1.579
AI,3.446,0.009,1.106
AI,3.540,0.027,0.777
AI,3.633,0.027,5.410
AI,3.727,0.027,3.789
AI,3.821,0.027,2.651
AI,3.914,0.027,1.853
AI,4.008,0.041,1.296
AI,4.101,0.041,6.692
AI,4.193,0.041,4.695
AI,4.286,0.041,3.292
AI,4.378,0.041,2.308
AI,4.471,0.054,1.622
AI,4.475,0.054,1.203
AI,4.480,0.054,0.938
AI,4.487,0.054,0.821
AI,4.495,0.054,0.797
AI,4.503,0.154,0.815
AI,4.541,0.154,3.457
AI,4.523,0.154,2.497
AI,4.503,0.154,1.849
AI,4.484,0.154,1.424
AI,4.464,0.098,1.160
AI,4.414,0.098,3.879
AI,4.363,0.098,2.764
AI,4.311,0.098,1.998
AI,4.258,0.098,1.483
AI,4.205,0.086,1.149
AI,4.139,0.086,1.105
AI,4.072,0.086,0.826
AI,4.004,0.086,0.643
AI,3.936,0.086,0.528
AI,3.867,0.088,0.458
AI,3.805,0.088,7.496
AI,3.743,0.088,5.261
AI,3.680,0.088,3.686
AI,3.618,0.088,2.581
AI,3.556,0.018,3.156
AI,2.994,0.018,5.207
AI,2.440,0.018,3.649
AI,1.898,0.018,2.556
AI,1.373,0.018,1.789
AI,1.256,0.018,1.252
AI,1.288,0.153,1.320
AI,1.257,0.153,5.360
AI,1.227,0.153,3.768
AI,1.197,0.153,2.660
AI,1.188,0.006,1.861
AI,1.102,0.006,16.174
AI,1.116,0.006,11.320
AI,1.141,0.006,7.895
AI,1.169,0.006,5.542
AI,1.193,0.023,3.883
AI,1.110,0.023,14.432
AI,1.167,0.023,10.108
AI,1.222,0.023,7.062
AI,1.263,0.023,4.959
AI,1.289,0.014,3.479
AI,1.300,0.014,6.208
AI,1.305,0.014,4.363
AI,1.305,0.014,3.061
AI,1.305,0.014,2.147
AI,1.301,0.035,1.503
AI,1.388,0.035,5.157
AI,1.476,0.035,3.684
AI,1.564,0.035,2.652
AI,1.654,0.035,1.932
AI,1.743,0.011,1.433
AI,1.835,0.011,10.391
AI,1.927,0.011,7.258
AI,2.019,0.011,5.098
AI,2.111,0.011,3.577
AI,2.204,0.108,2.510
AI,2.287,0.108,4.264
AI,2.372,0.108,2.955
AI,2.457,0.108,2.049
AI,2.542,0.108,1.436
AI,2.629,0.010,1.035
