Label,Distance,StrafingIntensity,AngularVelocity,ReactionTime
AI,5.025,0.085,9.273,-2.000
AI,5.034,0.085,21.811,-2.000
AI,4.993,0.085,15.429,-2.000
AI,4.953,0.085,10.978,-2.000
AI,4.913,0.085,7.848,-2.000
AI,4.873,0.265,5.692,-2.000
AI,4.802,0.265,9.977,-2.000
AI,4.730,0.265,6.707,-2.000
AI,4.656,0.265,4.522,-2.000
AI,4.581,0.265,3.018,-2.000
AI,4.506,0.016,1.991,-2.000
AI,4.464,0.016,25.323,-2.000
AI,4.423,0.016,17.825,-2.000
AI,4.382,0.016,12.574,-2.000
AI,4.342,0.016,8.867,-2.000
AI,4.302,0.122,6.326,-2.000
AI,4.247,0.122,4.340,-2.000
AI,4.192,0.122,3.108,-2.000
AI,4.137,0.122,2.239,-2.000
AI,4.081,0.122,1.627,-2.000
AI,4.026,0.158,1.195,-2.000
AI,3.999,0.158,23.979,-2.000
AI,3.972,0.158,16.770,-2.000
AI,3.945,0.158,11.725,-2.000
AI,3.917,0.158,8.164,-2.000
AI,3.890,0.297,5.721,-2.000
AI,3.874,0.297,21.709,-2.000
AI,3.859,0.297,15.214,-2.000
AI,3.843,0.297,10.669,-2.000
AI,3.828,0.297,7.468,-2.000
AI,3.812,0.005,5.264,-2.000
AI,3.845,0.005,17.550,-2.000
AI,3.878,0.005,12.298,-2.000
AI,3.911,0.005,8.586,-2.000
AI,3.944,0.005,6.039,-2.000
AI,3.977,0.217,4.241,-2.000
AI,3.927,0.217,19.435,-2.000
AI,3.878,0.217,13.614,-2.000
AI,3.828,0.217,9.496,-2.000
AI,3.779,0.217,6.690,-2.000
AI,3.729,0.129,4.709,-2.000
AI,3.755,0.129,16.209,-2.000
AI,3.780,0.129,11.345,-2.000
AI,3.805,0.129,7.914,-2.000
AI,3.831,0.129,5.555,-2.000
AI,3.856,0.079,3.892,-2.000
AI,3.871,0.079,8.622,-2.000
AI,3.885,0.079,6.059,-2.000
AI,3.900,0.079,4.250,-2.000
AI,3.914,0.079,2.979,-2.000
AI,3.929,0.061,2.089,-2.000
AI,3.941,0.061,17.466,-2.000
AI,3.953,0.061,12.228,-2.000
AI,3.964,0.061,8.528,-2.000
AI,3.976,0.061,5.992,-2.000
AI,3.988,0.211,4.203,-2.000
AI,4.009,0.211,13.952,-2.000
AI,4.030,0.211,9.772,-2.000
AI,4.050,0.211,6.829,-2.000
AI,4.071,0.211,4.797,-2.000
AI,4.092,0.066,3.369,-2.000
AI,4.048,0.066,5.902,-2.000
AI,4.004,0.066,4.138,-2.000
AI,3.959,0.066,2.899,-2.000
AI,3.915,0.066,2.030,-2.000
AI,3.871,0.238,1.421,-2.000
AI,3.884,0.238,16.165,-2.000
AI,3.842,0.238,11.316,-2.000
AI,3.799,0.238,7.896,-2.000
AI,3.757,0.238,5.544,-2.000
AI,3.714,0.285,3.886,-2.000
AI,3.738,0.285,12.582,-2.000
AI,3.763,0.285,8.784,-2.000
AI,3.787,0.285,6.185,-2.000
AI,3.811,0.285,4.351,-2.000
AI,3.836,0.212,3.063,-2.000
AI,3.781,0.212,9.831,-2.000
AI,3.726,0.212,6.878,-2.000
AI,3.672,0.212,4.843,-2.000
AI,3.618,0.212,3.417,-2.000
AI,3.565,0.152,2.425,-2.000
AI,3.542,0.152,20.170,-2.000
AI,3.520,0.152,14.164,-2.000
AI,3.500,0.152,9.969,-2.000
AI,3.481,0.152,7.025,-2.000
AI,3.462,0.155,10.091,0.400
AI,2.911,0.155,23.794,-2.000
AI,2.371,0.155,16.656,-2.000
AI,1.849,0.155,11.659,-2.000
AI,1.361,0.155,8.133,-2.000
AI,1.317,0.155,5.711,-2.000
AI,1.407,0.329,10.156,-2.000
AI,1.456,0.329,8.015,-2.000
AI,1.499,0.329,6.283,-2.000
AI,1.537,0.329,4.901,-2.000
AI,1.572,0.172,3.846,-2.000
AI,1.505,0.172,9.046,-2.000
AI,1.438,0.172,6.443,-2.000
AI,1.369,0.172,4.562,-2.000
AI,1.318,0.172,3.170,-2.000
AI,1.306,0.137,2.285,-2.000
AI,1.301,0.137,3.816,-2.000
AI,1.299,0.137,2.712,-2.000
AI,1.297,0.137,1.931,-2.000
AI,1.296,0.137,1.379,-2.000
AI,1.295,0.136,0.989,-2.000
AI,1.320,0.136,16.186,-2.000
AI,1.345,0.136,11.281,-2.000
AI,1.371,0.136,7.823,-2.000
AI,1.396,0.136,5.448,-2.000
AI,1.422,0.087,3.777,-2.000
AI,1.400,0.087,7.005,-2.000
AI,1.378,0.087,4.894,-2.000
AI,1.357,0.087,3.411,-2.000
AI,1.335,0.087,2.373,-2.000
AI,1.314,0.035,1.651,-2.000
AI,1.317,0.035,7.283,-2.000
AI,1.320,0.035,5.137,-2.000
AI,1.323,0.035,3.624,-2.000
AI,1.325,0.035,2.560,-2.000
AI,1.328,0.036,1.812,-2.000
AI,1.380,0.036,11.212,-2.000
AI,1.432,0.036,7.827,-2.000
AI,1.484,0.036,5.499,-2.000
AI,1.537,0.036,3.858,-2.000
AI,1.589,0.093,2.706,-2.000
AI,1.648,0.093,23.509,-2.000
AI,1.706,0.093,16.468,-2.000
AI,1.765,0.093,11.539,-2.000
AI,1.824,0.093,8.062,-2.000
AI,1.883,0.141,5.673,-2.000
AI,1.975,0.141,13.613,-2.000
AI,2.066,0.141,9.492,-2.000
AI,2.158,0.141,6.593,-2.000
AI,2.251,0.141,4.591,-2.000
AI,2.343,0.078,3.185,-2.000
AI,2.416,0.078,14.817,-2.000
AI,2.489,0.078,10.371,-2.000
AI,2.562,0.078,7.239,-2.000
AI,2.635,0.078,5.080,-2.000
AI,2.708,0.087,3.561,-2.000
AI,2.802,0.087,16.638,-2.000
AI,2.895,0.087,11.645,-2.000
AI,2.989,0.087,8.122,-2.000
AI,3.083,0.087,5.702,-2.000
AI,3.176,0.096,3.997,-2.000
AI,3.270,0.096,13.067,-2.000
AI,3.364,0.096,9.109,-2.000
AI,3.458,0.096,6.405,-2.000
AI,3.552,0.096,4.495,-2.000
AI,3.646,0.107,3.152,-2.000
AI,3.740,0.107,14.059,-2.000
AI,3.834,0.107,9.848,-2.000
AI,3.928,0.107,6.884,-2.000
AI,4.022,0.107,4.837,-2.000
AI,4.116,0.110,3.397,-2.000
AI,4.211,0.110,4.796,-2.000
AI,4.250,0.110,3.365,-2.000
AI,4.290,0.110,2.362,-2.000
AI,4.330,0.110,1.661,-2.000
AI,4.370,0.112,1.171,-2.000
AI,4.406,0.112,13.184,-2.000
AI,4.442,0.112,9.188,-2.000
AI,4.477,0.112,6.458,-2.000
AI,4.513,0.112,4.530,-2.000
AI,4.549,0.096,3.174,-2.000
AI,4.584,0.096,14.857,-2.000
AI,4.620,0.096,10.401,-2.000
AI,4.655,0.096,7.261,-2.000
AI,4.691,0.096,5.096,-2.000
AI,4.727,0.103,3.572,-2.000
AI,4.862,0.103,12.676,-2.000
AI,4.998,0.103,8.837,-2.000
AI,5.134,0.103,6.209,-2.000
AI,5.269,0.103,4.355,-2.000
AI,5.405,0.156,3.051,-2.000
AI,5.445,0.156,13.460,-2.000
AI,5.484,0.156,9.377,-2.000
AI,5.524,0.156,6.591,-2.000
AI,5.563,0.156,4.622,-2.000
AI,5.603,0.156,3.237,-2.000
AI,5.656,0.156,1.068,-1.000
AI,5.709,0.156,0.765,-2.000
AI,5.762,0.156,0.559,-2.000
AI,5.816,0.156,0.421,-2.000
AI,5.869,0.138,0.335,-2.000
AI,5.963,0.138,4.173,-2.000
AI,6.057,0.138,2.922,-2.000
AI,6.151,0.138,2.045,-2.000
AI,6.245,0.138,1.430,-2.000
AI,6.339,0.186,0.999,-2.000
AI,6.407,0.186,17.018,-2.000
AI,6.475,0.186,11.920,-2.000
AI,6.543,0.186,8.322,-2.000
AI,6.611,0.186,5.853,-2.000
AI,6.679,0.293,4.113,-2.000
AI,6.692,0.293,11.195,-2.000
AI,6.705,0.293,7.811,-2.000
AI,6.717,0.293,5.484,-2.000
AI,6.730,0.293,3.844,-2.000
AI,6.743,0.464,2.694,-2.000
AI,6.803,0.464,6.138,-2.000
AI,6.864,0.464,4.323,-2.000
AI,6.924,0.464,3.049,-2.000
AI,6.985,0.464,2.159,-2.000
AI,7.046,0.440,1.538,-2.000
AI,7.060,0.440,4.794,-2.000
AI,7.074,0.440,3.349,-2.000
AI,7.088,0.440,2.338,-2.000
AI,7.102,0.440,1.632,-2.000
AI,7.116,0.508,1.143,-2.000
AI,7.117,0.508,2.815,-2.000
AI,7.117,0.508,2.000,-2.000
AI,7.118,0.508,1.434,-2.000
AI,7.119,0.508,1.044,-2.000
AI,7.120,0.547,0.778,-2.000
AI,7.101,0.547,7.423,-2.000
AI,7.083,0.547,5.216,-2.000
AI,7.065,0.547,3.665,-2.000
AI,7.046,0.547,2.579,-2.000
AI,7.028,0.529,1.823,-2.000
AI,7.030,0.529,5.035,-2.000
AI,7.032,0.529,3.539,-2.000
AI,7.034,0.529,2.492,-2.000
AI,7.035,0.529,1.764,-2.000
AI,7.037,0.517,1.260,-2.000
AI,7.009,0.517,39.103,-2.000
AI,6.982,0.517,27.394,-2.000
AI,6.954,0.517,19.199,-2.000
AI,6.926,0.517,13.463,-2.000
AI,6.899,0.462,9.406,-2.000
AI,6.892,0.462,37.555,-2.000
AI,6.886,0.462,26.295,-2.000
AI,6.879,0.462,18.413,-2.000
AI,6.873,0.462,12.896,-2.000
AI,6.866,0.293,8.997,-2.000
AI,6.861,0.293,20.907,-2.000
AI,6.802,0.293,14.634,-2.000
AI,6.742,0.293,10.244,-2.000
AI,6.683,0.293,7.153,-2.000
AI,6.625,0.338,18.196,0.100
AI,6.041,0.338,22.648,-2.000
AI,5.468,0.338,15.853,-2.000
AI,4.908,0.338,11.097,-2.000
AI,4.363,0.338,7.743,-2.000
AI,3.838,0.338,5.436,-2.000
AI,3.418,0.241,8.600,-2.000
AI,3.430,0.241,19.981,-2.000
AI,3.444,0.241,14.258,-2.000
AI,3.460,0.241,10.197,-2.000
AI,3.478,0.099,7.402,-2.000
AI,3.373,0.099,19.047,-2.000
AI,3.266,0.099,13.384,-2.000
AI,3.159,0.099,9.378,-2.000
AI,3.051,0.099,6.641,-2.000
AI,2.942,0.135,4.707,-2.000
AI,2.868,0.135,10.357,-2.000
AI,2.796,0.135,7.354,-2.000
AI,2.724,0.135,5.288,-2.000
AI,2.653,0.135,3.848,-2.000
AI,2.583,0.027,2.855,-2.000
AI,2.468,0.027,9.150,-2.000
AI,2.354,0.027,6.508,-2.000
AI,2.240,0.027,4.646,-2.000
AI,2.127,0.027,3.343,-2.000
AI,2.013,0.189,2.438,-2.000
AI,2.038,0.189,18.665,-2.000
AI,2.064,0.189,13.096,-2.000
AI,2.089,0.189,9.165,-2.000
AI,2.115,0.189,6.489,-2.000
AI,2.141,0.193,4.604,-2.000
AI,2.115,0.193,4.746,-2.000
AI,2.089,0.193,3.384,-2.000
AI,2.063,0.193,2.436,-2.000
AI,2.037,0.193,1.779,-2.000
AI,2.011,0.164,1.329,-2.000
AI,2.068,0.164,10.954,-2.000
AI,2.126,0.164,7.629,-2.000
AI,2.183,0.164,5.342,-2.000
AI,2.240,0.164,3.733,-2.000
AI,2.298,0.623,2.607,-2.000
AI,2.303,0.623,11.351,-2.000
AI,2.310,0.623,7.949,-2.000
AI,2.318,0.623,5.625,-2.000
AI,2.327,0.623,4.008,-2.000
AI,2.337,0.217,2.903,-2.000
AI,2.366,0.217,10.725,-2.000
AI,2.394,0.217,7.522,-2.000
AI,2.423,0.217,5.317,-2.000
AI,2.451,0.217,3.765,-2.000
AI,2.479,0.122,2.679,-2.000
AI,2.556,0.122,18.135,-2.000
AI,2.633,0.122,12.696,-2.000
AI,2.710,0.122,8.852,-2.000
AI,2.787,0.122,6.223,-2.000
AI,2.864,0.032,4.367,-2.000
AI,2.958,0.032,6.422,-2.000
AI,3.052,0.032,4.504,-2.000
AI,3.146,0.032,3.156,-2.000
AI,3.240,0.032,2.210,-2.000
AI,3.334,0.117,1.547,-2.000
AI,3.427,0.117,8.751,-2.000
AI,3.521,0.117,6.152,-2.000
AI,3.615,0.117,4.317,-2.000
AI,3.709,0.117,3.028,-2.000
AI,3.803,0.114,2.125,-2.000
AI,3.896,0.114,12.667,-2.000
AI,3.990,0.114,8.826,-2.000
AI,4.084,0.114,6.197,-2.000
AI,4.178,0.114,4.340,-2.000
AI,4.272,0.238,3.036,-2.000
AI,4.364,0.238,1.935,-2.000
AI,4.456,0.238,1.326,-2.000
AI,4.548,0.238,0.898,-2.000
AI,4.641,0.238,0.601,-2.000
AI,4.733,0.107,0.400,-2.000
AI,4.827,0.107,11.938,-2.000
AI,4.876,0.107,8.339,-2.000
AI,4.926,0.107,5.873,-2.000
AI,4.975,0.107,4.136,-2.000
AI,5.025,0.081,2.918,-2.000
AI,5.053,0.081,8.340,-2.000
AI,5.080,0.081,5.864,-2.000
AI,5.108,0.081,4.118,-2.000
AI,5.136,0.081,2.892,-2.000
AI,5.164,0.046,2.033,-2.000
AI,5.192,0.046,6.566,-2.000
AI,5.219,0.046,4.607,-2.000
AI,5.247,0.046,3.230,-2.000
AI,5.275,0.046,2.265,-2.000
AI,5.303,0.070,1.590,-2.000
AI,5.343,0.070,24.533,-2.000
AI,5.384,0.070,17.154,-2.000
AI,5.424,0.070,11.988,-2.000
AI,5.465,0.070,8.341,-2.000
AI,5.506,0.030,5.840,-2.000
AI,5.531,0.030,27.869,-2.000
AI,5.557,0.030,19.547,-2.000
AI,5.582,0.030,13.727,-2.000
AI,5.608,0.030,9.659,-2.000
AI,5.635,0.046,6.799,-2.000
AI,5.671,0.046,28.540,-1.000
AI,5.707,0.046,19.996,-2.000
AI,5.744,0.046,14.018,-2.000
AI,5.781,0.046,9.835,-2.000
AI,5.817,0.224,6.892,-2.000
AI,5.909,0.224,5.561,-2.000
AI,6.001,0.224,3.880,-2.000
AI,6.093,0.224,2.697,-2.000
AI,6.185,0.224,1.867,-2.000
AI,6.277,0.261,1.286,-2.000
AI,6.293,0.261,7.018,-2.000
AI,6.309,0.261,4.930,-2.000
AI,6.325,0.261,3.461,-2.000
AI,6.342,0.261,2.431,-2.000
AI,6.358,0.671,1.711,-2.000
AI,6.414,0.671,12.141,-2.000
AI,6.470,0.671,8.434,-2.000
AI,6.527,0.671,5.894,-2.000
AI,6.584,0.671,4.103,-2.000
AI,6.641,0.226,2.849,-2.000
AI,6.629,0.226,15.807,-2.000
AI,6.617,0.226,11.066,-2.000
AI,6.605,0.226,7.723,-2.000
AI,6.593,0.226,5.423,-2.000
AI,6.581,0.407,3.804,-2.000
AI,6.531,0.407,14.753,-2.000
AI,6.481,0.407,10.328,-2.000
AI,6.431,0.407,7.211,-2.000
AI,6.382,0.407,5.063,-2.000
AI,6.332,0.470,3.553,-2.000
AI,6.309,0.470,10.851,-2.000
AI,6.287,0.470,7.578,-2.000
AI,6.265,0.470,5.326,-2.000
AI,6.243,0.470,3.742,-2.000
AI,6.220,0.522,2.633,-2.000
AI,6.203,0.522,14.875,-2.000
AI,6.185,0.522,10.357,-2.000
AI,6.168,0.522,7.174,-2.000
AI,6.150,0.522,4.981,-2.000
AI,6.133,0.097,3.440,-2.000
AI,6.073,0.097,10.759,-2.000
AI,6.013,0.097,7.512,-2.000
AI,5.953,0.097,5.275,-2.000
AI,5.892,0.097,3.700,-2.000
AI,5.832,0.236,2.594,-2.000
AI,5.804,0.236,5.049,-2.000
AI,5.775,0.236,3.553,-2.000
AI,5.747,0.236,2.504,-2.000
AI,5.718,0.236,1.770,-2.000
AI,5.690,0.164,1.257,-2.000
AI,5.682,0.164,8.633,-2.000
AI,5.674,0.164,6.081,-2.000
AI,5.666,0.164,4.280,-2.000
AI,5.659,0.164,3.015,-2.000
AI,5.651,0.395,2.127,-2.000
AI,5.603,0.395,12.291,-2.000
AI,5.516,0.395,8.570,-2.000
AI,5.428,0.395,6.021,-2.000
AI,5.340,0.395,4.222,-2.000
AI,5.252,0.126,7.904,0.100
AI,4.608,0.126,5.268,-2.000
AI,3.971,0.126,3.693,-2.000
AI,3.343,0.126,2.586,-2.000
AI,2.727,0.126,1.811,-2.000
AI,2.128,0.126,1.267,-2.000
AI,1.565,0.425,4.613,-2.000
AI,1.562,0.425,7.452,-2.000
AI,1.559,0.425,5.588,-2.000
AI,1.555,0.425,4.342,-2.000
AI,1.552,0.215,3.536,-2.000
AI,1.477,0.215,8.451,-2.000
AI,1.401,0.215,5.961,-2.000
AI,1.325,0.215,4.163,-2.000
AI,1.249,0.215,2.862,-2.000
AI,1.174,0.123,1.924,-2.000
AI,1.140,0.123,12.391,-2.000
AI,1.135,0.123,8.647,-2.000
AI,1.137,0.123,6.080,-2.000
AI,1.139,0.123,4.268,-2.000
AI,1.142,0.148,2.993,-2.000
AI,1.136,0.148,4.985,-2.000
AI,1.129,0.148,3.494,-2.000
AI,1.122,0.148,2.447,-2.000
AI,1.123,0.148,1.713,-2.000
AI,1.129,0.135,1.199,-2.000
AI,1.126,0.135,4.824,-2.000
AI,1.123,0.135,3.381,-2.000
AI,1.127,0.135,2.369,-2.000
AI,1.133,0.135,1.659,-2.000
AI,1.139,0.075,1.161,-2.000
AI,1.148,0.075,20.945,-2.000
AI,1.158,0.075,14.648,-2.000
AI,1.167,0.075,10.239,-2.000
AI,1.177,0.075,7.134,-2.000
AI,1.186,0.007,4.994,-2.000
AI,1.178,0.007,17.525,-2.000
AI,1.169,0.007,12.276,-2.000
AI,1.170,0.007,8.565,-2.000
AI,1.185,0.007,6.021,-2.000
AI,1.201,0.019,4.224,-2.000
AI,1.272,0.019,8.649,-2.000
AI,1.343,0.019,6.078,-2.000
AI,1.415,0.019,4.264,-2.000
AI,1.488,0.019,2.989,-2.000
AI,1.561,0.102,2.095,-2.000
AI,1.635,0.102,8.333,-2.000
AI,1.709,0.102,5.873,-2.000
AI,1.784,0.102,4.139,-2.000
AI,1.859,0.102,2.921,-2.000
AI,1.934,0.143,2.068,-2.000
AI,2.017,0.143,8.377,-2.000
AI,2.099,0.143,5.865,-2.000
AI,2.182,0.143,4.094,-2.000
AI,2.266,0.143,2.852,-2.000
AI,2.349,0.091,1.983,-2.000
AI,2.427,0.091,20.132,-2.000
AI,2.506,0.091,14.095,-2.000
AI,2.585,0.091,9.869,-2.000
AI,2.664,0.091,6.894,-2.000
AI,2.743,0.094,4.840,-2.000
AI,2.837,0.094,3.182,-2.000
AI,2.930,0.094,2.199,-2.000
AI,3.024,0.094,1.512,-2.000
AI,3.118,0.094,1.032,-2.000
AI,3.211,0.100,0.697,-2.000
AI,3.288,0.100,13.094,-2.000
AI,3.364,0.100,9.132,-2.000
AI,3.441,0.100,6.425,-2.000
AI,3.517,0.100,4.513,-2.000
AI,3.594,0.111,3.169,-2.000
AI,3.688,0.111,7.178,-2.000
AI,3.782,0.111,5.047,-2.000
AI,3.876,0.111,3.547,-2.000
AI,3.970,0.111,2.494,-2.000
AI,4.064,0.117,1.757,-2.000
AI,4.158,0.117,18.013,-2.000
AI,4.251,0.117,12.612,-2.000
AI,4.341,0.117,8.795,-2.000
AI,4.430,0.117,6.183,-2.000
AI,4.515,0.119,4.340,-2.000
AI,4.599,0.119,17.643,-2.000
AI,4.680,0.119,12.349,-2.000
AI,4.759,0.119,8.610,-2.000
AI,4.835,0.119,6.048,-2.000
AI,4.909,0.138,4.241,-2.000
AI,4.981,0.138,7.156,-2.000
AI,5.050,0.138,5.005,-2.000
AI,5.116,0.138,3.490,-2.000
AI,5.181,0.138,2.427,-2.000
AI,5.243,0.143,1.683,-2.000
AI,5.302,0.143,6.519,-2.000
AI,5.359,0.143,4.574,-2.000
AI,5.414,0.143,3.207,-2.000
AI,5.467,0.143,2.249,-2.000
AI,5.517,0.210,1.577,-2.000
AI,5.564,0.210,5.028,-2.000
AI,5.608,0.210,3.537,-2.000
AI,5.650,0.210,2.492,-2.000
AI,5.690,0.210,1.761,-2.000
AI,5.727,0.206,1.252,-2.000
AI,5.762,0.206,10.459,-2.000
AI,5.795,0.206,7.302,-2.000
AI,5.826,0.206,5.126,-2.000
AI,5.854,0.206,3.595,-2.000
AI,5.880,0.192,2.522,-2.000
AI,5.904,0.192,14.161,-2.000
AI,5.925,0.192,9.915,-2.000
AI,5.944,0.192,6.925,-2.000
AI,5.961,0.192,4.862,-2.000
AI,5.976,0.176,3.412,-2.000
AI,5.945,0.176,8.195,-2.000
AI,5.913,0.176,5.758,-2.000
AI,5.878,0.176,4.040,-2.000
AI,5.840,0.176,2.836,-2.000
AI,5.801,0.260,1.994,-2.000
AI,5.800,0.260,9.779,-2.000
AI,5.797,0.260,6.831,-2.000
AI,5.791,0.260,4.797,-2.000
AI,5.784,0.260,3.369,-2.000
AI,5.775,0.218,2.371,-2.000
AI,5.765,0.218,4.188,-2.000
AI,5.752,0.218,2.935,-2.000
AI,5.738,0.218,2.062,-2.000
AI,5.722,0.218,1.457,-2.000
AI,5.703,0.208,1.046,-2.000
AI,5.683,0.208,5.273,-2.000
AI,5.776,0.208,3.697,-2.000
AI,5.811,0.208,2.590,-2.000
AI,5.846,0.208,1.814,-2.000
AI,5.881,0.138,1.272,-2.000
AI,5.919,0.138,5.787,-2.000
AI,5.957,0.138,4.064,-2.000
AI,5.996,0.138,2.854,-2.000
AI,6.034,0.138,2.009,-2.000
AI,6.072,0.180,1.420,-2.000
AI,6.069,0.180,18.678,-2.000
AI,6.066,0.180,13.070,-2.000
AI,6.063,0.180,9.103,-2.000
AI,6.060,0.180,6.391,-2.000
AI,6.058,0.155,4.475,-2.000
AI,6.077,0.155,13.567,-2.000
AI,6.097,0.155,9.419,-2.000
AI,6.118,0.155,6.589,-2.000
AI,6.139,0.155,4.588,-2.000
AI,6.160,0.216,3.181,-2.000
AI,6.121,0.216,12.952,-2.000
AI,6.082,0.216,9.036,-2.000
AI,6.042,0.216,6.358,-2.000
AI,6.002,0.216,4.467,-2.000
AI,5.963,0.194,3.138,-2.000
AI,5.880,0.194,6.539,-2.000
AI,5.798,0.194,4.589,-2.000
AI,5.715,0.194,3.217,-2.000
AI,5.632,0.194,2.254,-2.000
AI,5.549,0.048,1.577,-2.000
AI,5.423,0.048,2.406,-2.000
AI,5.296,0.048,1.670,-2.000
AI,5.170,0.048,1.159,-2.000
AI,5.044,0.048,0.809,-2.000
AI,4.919,0.449,23.149,0.680
AI,4.336,0.449,18.721,-2.000
AI,3.773,0.449,13.105,-2.000
AI,3.238,0.449,9.133,-2.000
AI,2.746,0.449,6.419,-2.000
AI,2.319,0.449,4.503,-2.000
AI,2.098,0.098,12.031,-2.000
AI,2.151,0.098,13.578,-2.000
AI,2.205,0.098,10.119,-2.000
AI,2.259,0.098,7.528,-2.000
AI,2.312,0.250,5.644,-2.000
AI,2.216,0.250,18.231,-2.000
AI,2.117,0.250,12.854,-2.000
AI,2.017,0.250,9.088,-2.000
AI,1.917,0.250,6.553,-2.000
AI,1.817,0.116,4.821,-2.000
AI,1.777,0.116,12.652,-2.000
AI,1.739,0.116,9.048,-2.000
AI,1.703,0.116,6.626,-2.000
AI,1.670,0.116,4.984,-2.000
AI,1.639,0.036,3.909,-2.000
AI,1.716,0.036,7.153,-2.000
AI,1.793,0.036,5.102,-2.000
AI,1.872,0.036,3.667,-2.000
AI,1.951,0.036,2.667,-2.000
AI,2.031,0.142,1.975,-2.000
AI,1.937,0.142,18.151,-2.000
AI,1.844,0.142,12.728,-2.000
AI,1.754,0.142,8.911,-2.000
AI,1.667,0.142,6.328,-2.000
AI,1.582,0.286,4.555,-2.000
AI,1.523,0.286,23.123,-2.000
AI,1.469,0.286,16.133,-2.000
AI,1.419,0.286,11.254,-2.000
AI,1.373,0.286,7.857,-2.000
AI,1.331,0.209,5.612,-2.000
AI,1.322,0.209,12.568,-2.000
AI,1.319,0.209,8.916,-2.000
AI,1.317,0.209,6.412,-2.000
AI,1.314,0.209,4.657,-2.000
AI,1.311,0.153,3.440,-2.000
AI,1.306,0.153,12.611,-2.000
AI,1.302,0.153,8.847,-2.000
AI,1.285,0.153,6.334,-2.000
AI,1.276,0.153,4.648,-2.000
AI,1.269,0.361,3.606,-2.000
AI,1.317,0.361,40.007,-2.000
AI,1.368,0.361,28.225,-2.000
AI,1.421,0.361,19.986,-2.000
AI,1.475,0.361,14.229,-2.000
AI,1.531,0.104,10.168,-2.000
AI,1.556,0.104,36.793,-2.000
AI,1.580,0.104,25.748,-2.000
AI,1.605,0.104,18.043,-2.000
AI,1.630,0.104,12.669,-2.000
AI,1.654,0.004,8.884,-2.000
AI,1.630,0.004,7.824,-2.000
AI,1.608,0.004,5.598,-2.000
AI,1.588,0.004,4.081,-2.000
AI,1.571,0.004,3.087,-2.000
AI,1.556,0.007,2.479,-2.000
AI,1.461,0.007,28.160,-2.000
AI,1.366,0.007,19.694,-2.000
AI,1.273,0.007,13.776,-2.000
AI,1.281,0.007,9.631,-2.000
AI,1.278,0.050,6.716,-2.000
AI,1.275,0.050,15.097,-2.000
AI,1.272,0.050,10.569,-2.000
AI,1.270,0.050,7.378,-2.000
AI,1.268,0.050,5.179,-2.000
AI,1.266,0.006,3.631,-2.000
AI,1.355,0.006,11.618,-2.000
AI,1.447,0.006,8.144,-2.000
AI,1.541,0.006,5.773,-2.000
AI,1.636,0.006,4.121,-2.000
AI,1.733,0.070,2.983,-2.000
AI,1.679,0.070,13.206,-2.000
AI,1.626,0.070,9.224,-2.000
AI,1.574,0.070,6.518,-2.000
AI,1.523,0.070,4.628,-2.000
AI,1.474,0.122,3.334,-2.000
AI,1.486,0.122,3.812,-2.000
AI,1.500,0.122,2.566,-2.000
AI,1.517,0.122,1.800,-2.000
AI,1.537,0.122,1.438,-2.000
AI,1.560,0.103,1.365,-2.000
AI,1.531,0.103,5.735,-2.000
AI,1.502,0.103,4.043,-2.000
AI,1.473,0.103,2.842,-2.000
AI,1.444,0.103,1.989,-2.000
AI,1.415,0.088,1.381,-2.000
AI,1.409,0.088,6.224,-2.000
AI,1.403,0.088,4.367,-2.000
AI,1.398,0.088,3.062,-2.000
AI,1.392,0.088,2.147,-2.000
AI,1.386,0.179,1.506,-2.000
AI,1.412,0.179,19.670,-2.000
AI,1.443,0.179,13.900,-2.000
AI,1.476,0.179,9.895,-2.000
AI,1.513,0.179,7.121,-2.000
AI,1.553,0.281,5.260,-2.000
AI,1.526,0.281,13.868,-2.000
AI,1.503,0.281,9.685,-2.000
AI,1.483,0.281,6.755,-2.000
AI,1.465,0.281,4.765,-2.000
AI,1.450,0.044,3.432,-2.000
AI,1.565,0.044,10.839,-2.000
AI,1.683,0.044,7.500,-2.000
AI,1.804,0.044,5.214,-2.000
AI,1.926,0.044,3.625,-2.000
AI,2.050,0.029,2.533,-2.000
AI,2.071,0.029,12.300,-2.000
AI,2.092,0.029,8.566,-2.000
AI,2.114,0.029,6.007,-2.000
AI,2.137,0.029,4.202,-2.000
AI,2.159,0.118,2.936,-2.000
AI,2.162,0.118,5.142,-2.000
AI,2.165,0.118,3.600,-2.000
AI,2.168,0.118,2.519,-2.000
AI,2.171,0.118,1.765,-2.000
AI,2.174,0.045,1.242,-2.000
AI,2.252,0.045,9.418,-2.000
AI,2.329,0.045,6.621,-2.000
AI,2.407,0.045,4.643,-2.000
AI,2.484,0.045,3.252,-2.000
AI,2.562,0.026,2.276,-2.000
AI,2.611,0.026,13.831,-2.000
AI,2.660,0.026,9.684,-2.000
AI,2.710,0.026,6.764,-2.000
AI,2.759,0.026,4.747,-2.000
AI,2.808,0.106,3.328,-2.000
AI,2.878,0.106,8.573,-2.000
AI,2.949,0.106,6.019,-2.000
AI,3.019,0.106,4.217,-2.000
AI,3.089,0.106,2.950,-2.000
AI,3.160,0.027,2.063,-2.000
AI,3.254,0.027,15.731,-2.000
AI,3.348,0.027,11.012,-2.000
